Artist,Title,Popularity,Duration_ms,Album,Danceability,Acousticness,Energy,Liveness,Loudness,Valence,Tempo,Speechiness,Artist_Popularity,Artist_Genres,Artist_Followers,Artist_Country,Artist_Song,Song_ID
Loreen,IS IT LOVE,66,143669,Is It Love,0.43,0.119,0.788,0.11,-5.615,0.33,120.275,0.0684,70,europop,1142083,Unknown,Loreen - IS IT LOVE,118
Justin Timberlake,SELFISH,66,229331,Selfish,0.69,0.0723,0.543,0.0873,-6.752,0.376,88.004,0.0364,83,"dance pop, pop",14723282,Unknown,Justin Timberlake - SELFISH,119
Dean Lewis,TRUST ME MATE,59,178408,Trust Me Mate,0.529,0.599,0.591,0.109,-4.223,0.27,97.742,0.034,77,"australian pop, pop",3390891,Unknown,Dean Lewis - TRUST ME MATE,120
Tate McRae,GREEDY,86,131872,greedy,0.749,0.261,0.729,0.113,-3.19,0.816,111.004,0.0321,86,pop,6214802,Unknown,Tate McRae - GREEDY,121
Ariana Grande,"YES, AND?",75,214994,eternal sunshine,0.787,0.19,0.775,0.113,-6.614,0.787,118.998,0.0548,93,pop,101098564,Unknown,"Ariana Grande - YES, AND?",122
Tiësto & Fast Boy,ALL MY LIFE,65,146974,All My Life,0.613,0.00686,0.963,0.235,-4.302,0.0795,137.961,0.0585,84,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",7569247,Unknown,Tiësto & Fast Boy - ALL MY LIFE,123
Jonna Fraser,TUESDAY,57,174433,Tuesday,0.739,0.398,0.578,0.0877,-5.558,0.478,94.989,0.0511,64,"dutch hip hop, dutch rap pop",264937,Unknown,Jonna Fraser - TUESDAY,124
Donnie & Marco Schuitmaker,HIER MAG ALLES,64,195859,Hier Mag Alles,0.672,0.0334,0.838,0.06,-5.246,0.783,139.978,0.0449,60,dutch hip hop,121529,Unknown,Donnie & Marco Schuitmaker - HIER MAG ALLES,125
P!nk,ALL OUT OF FIGHT,60,212306,TRUSTFALL (Tour Deluxe Edition),0.42,0.617,0.359,0.101,-6.932,0.279,143.277,0.0456,82,"dance pop, pop",17312636,Unknown,P!nk - ALL OUT OF FIGHT,126
Taylor Swift,CRUEL SUMMER,89,178426,Lover,0.552,0.117,0.702,0.105,-5.707,0.564,169.994,0.157,100,pop,126148293,Unknown,Taylor Swift - CRUEL SUMMER,127
Flemming & Boef,CHAMPIONS LEAGUE,54,142001,Champions League,0.677,0.27,0.764,0.224,-6.284,0.631,90.116,0.209,61,,330372,Unknown,Flemming & Boef - CHAMPIONS LEAGUE,128
Sophie Ellis-Bextor,MURDER ON THE DANCEFLOOR,79,230013,Read My Lips (Deluxe Version),0.73,0.00234,0.849,0.312,-5.281,0.887,117.308,0.0299,69,"dance pop, europop, new wave pop",526718,Unknown,Sophie Ellis-Bextor - MURDER ON THE DANCEFLOOR,129
Roxy Dekker,SATISFYER,63,121451,Satisfyer,0.795,0.0312,0.632,0.107,-8.458,0.731,124.058,0.0607,64,lustrum,201158,Unknown,Roxy Dekker - SATISFYER,130
Anne-Marie feat. Shania Twain,UNHEALTHY,62,149653,UNHEALTHY (Deluxe),0.621,0.00526,0.66,0.072,-6.208,0.407,119.937,0.0366,79,pop,12126352,Unknown,Anne-Marie feat. Shania Twain - UNHEALTHY,131
Davina Michelle,17,22,162160,17,0.539,0.00199,0.684,0.326,-4.485,0.476,150.048,0.0826,58,dutch pop,469983,Unknown,Davina Michelle - 17,132
"Alok, The Chainsmokers & Mae Stephens",JUNGLE,71,175500,Jungle,0.596,0.0524,0.667,0.205,-5.651,0.217,140.002,0.0295,80,"electro house, pop nacional, slap house",11275619,Unknown,"Alok, The Chainsmokers & Mae Stephens - JUNGLE",133
Kenya Grace,STRANGERS,77,172964,Strangers,0.628,0.701,0.523,0.219,-8.307,0.416,169.982,0.0946,69,singer-songwriter pop,540686,Unknown,Kenya Grace - STRANGERS,134
Tino Martin & Mart Hoogkamer,HARTSLAG VAN DE STAD,60,179025,Hartslag Van De Stad,0.808,0.0919,0.737,0.0881,-5.279,0.619,111.983,0.0346,60,"dutch pop, kermis",218108,Unknown,Tino Martin & Mart Hoogkamer - HARTSLAG VAN DE STAD,135
Nick Schilder,REALIZE,30,190153,Realize (AVAION Remix),0.817,0.0897,0.549,0.148,-6.391,0.443,129.841,0.123,47,dutch pop,16885,Unknown,Nick Schilder - REALIZE,136
Racoon,NICKEL FOR GOODBYE,48,231744,Nickel For Goodbye,0.694,0.122,0.71,0.0813,-8.308,0.697,117.049,0.0386,61,"dutch indie, dutch pop, dutch rock",305114,Unknown,Racoon - NICKEL FOR GOODBYE,137
"Cassö, Raye & D-Block Europe",PRADA,83,132359,Prada,0.638,0.001,0.717,0.113,-5.804,0.422,141.904,0.0375,71,"hypertechno, pop dance",74561,Unknown,"Cassö, Raye & D-Block Europe - PRADA",138
"Marshmello, P!nk & Sting",DREAMING,62,170261,Dreaming,0.697,0.0194,0.742,0.0837,-6.404,0.783,124.969,0.0457,85,"brostep, edm, pop, progressive electro house",33894470,Unknown,"Marshmello, P!nk & Sting - DREAMING",139
Douwe Bob,THIS WORLD IS OUR HOME,48,173731,This World Is Our Home,0.575,0.0851,0.75,0.0421,-5.961,0.893,95.989,0.0309,54,"dutch americana, dutch indie, dutch pop, dutch rock",85693,Unknown,Douwe Bob - THIS WORLD IS OUR HOME,140
Tate McRae,EXES,83,159400,THINK LATER,0.821,0.173,0.575,0.114,-6.57,0.611,136.962,0.0589,86,pop,6214802,Unknown,Tate McRae - EXES,141
Jung Kook,STANDING NEXT TO YOU,89,206019,GOLDEN,0.711,0.0447,0.809,0.339,-4.389,0.816,106.017,0.0955,87,k-pop,16451408,Unknown,Jung Kook - STANDING NEXT TO YOU,142
Jack Harlow,LOVIN ON ME,81,138411,Lovin On Me,0.943,0.0026,0.558,0.0937,-4.911,0.606,104.983,0.0568,81,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap",3960977,Unknown,Jack Harlow - LOVIN ON ME,143
Suzan & Freek & Claude,VAS-Y (GA MAAR),55,186455,Vas-y (Ga Maar),0.578,0.695,0.324,0.126,-8.977,0.302,157.788,0.0369,61,dutch pop,612471,Unknown,Suzan & Freek & Claude - VAS-Y (GA MAAR),144
Calvin Harris & Sam Smith,DESIRE,72,179161,Desire (with Sam Smith),0.587,0.0311,0.924,0.23,-5.433,0.509,140.009,0.0457,87,"dance pop, edm, electro house, house, pop, progressive house, uk dance",22935515,Unknown,Calvin Harris & Sam Smith - DESIRE,145
Chef'Special,MIRACLES,24,202627,New Gold,0.732,0.0695,0.738,0.0463,-5.542,0.961,153.075,0.0391,55,"dutch indie, dutch pop, dutch rock, folk-pop, nederreggae",180849,Unknown,Chef'Special - MIRACLES,146
Nothing But Thieves,OVERCOME,59,214723,Dead Club City,0.413,0.000938,0.876,0.387,-4.577,0.341,164.08,0.057,68,"alternative pop rock, modern alternative rock, modern rock",1236522,Unknown,Nothing But Thieves - OVERCOME,147
Bebe Rexha & David Guetta,ONE IN A MILLION,71,160529,One in a Million,0.454,0.238,0.931,0.289,-4.083,0.462,137.945,0.0321,81,"dance pop, pop",9380749,Unknown,Bebe Rexha & David Guetta - ONE IN A MILLION,148
OneRepublic,DEAR SANTA,56,169732,Dear Santa,0.552,0.256,0.818,0.145,-5.772,0.8,145.145,0.0495,84,"piano rock, pop",17627228,Unknown,OneRepublic - DEAR SANTA,149
Iñigo Quintero,SI NO ESTÁS,80,184061,Si No Estás,0.537,0.827,0.421,0.138,-8.72,0.524,98.224,0.0285,68,,528430,Unknown,Iñigo Quintero - SI NO ESTÁS,150
Post Malone,ENOUGH IS ENOUGH,63,165175,AUSTIN,0.491,0.0128,0.748,0.106,-5.019,0.379,165.996,0.0324,91,"dfw rap, melodic rap, pop, rap",45806053,Unknown,Post Malone - ENOUGH IS ENOUGH,151
Lost Frequencies,THE FEELING,74,154386,All Stand Together,0.636,0.4,0.711,0.0834,-8.283,0.395,131.937,0.106,81,"belgian edm, edm, pop dance, tropical house",2934850,Unknown,Lost Frequencies - THE FEELING,152
Alok & Ava Max,CAR KEYS (AYLA),70,147211,Car Keys (Ayla),0.719,0.341,0.959,0.255,-5.29,0.522,126.031,0.125,80,"electro house, pop nacional, slap house",11275619,Unknown,Alok & Ava Max - CAR KEYS (AYLA),153
Bennett,VOIS SUR TON CHEMIN - TECHNO MIX,79,178156,Vois sur ton chemin (Techno Mix),0.634,0.0908,0.824,0.119,-3.394,0.371,137.959,0.047,71,hypertechno,233468,Unknown,Bennett - VOIS SUR TON CHEMIN - TECHNO MIX,154
Zoë Tauran,MONSTER,48,174690,Monster,0.716,0.215,0.491,0.545,-7.899,0.65,92.939,0.0674,59,,59197,Unknown,Zoë Tauran - MONSTER,155
"Nathan Dawe, Joel Corry & Ella Henderson",0800 HEAVEN,42,159316,0800 HEAVEN,0.643,0.188,0.833,0.339,-4.109,0.216,139.941,0.1,64,"pop dance, uk dance",131492,Unknown,"Nathan Dawe, Joel Corry & Ella Henderson - 0800 HEAVEN",156
Bankzitters,CUPIDO,55,143437,Cupido,0.792,0.146,0.682,0.0621,-6.34,0.642,128.02,0.0333,62,"lustrum, nederlandse hardstyle",215404,Unknown,Bankzitters - CUPIDO,157
Ed Sheeran,AMERICAN TOWN,59,197976,Autumn Variations,0.74,0.736,0.652,0.348,-5.668,0.715,105.025,0.0601,89,"pop, singer-songwriter pop, uk pop",117243313,Unknown,Ed Sheeran - AMERICAN TOWN,158
Snelle,HOODIEDATE,39,183968,Achtentwintig,0.712,0.12,0.512,0.102,-8.409,0.627,98.996,0.0676,60,"dutch hip hop, dutch pop",610218,Unknown,Snelle - HOODIEDATE,159
"Purple Disco Machine, Duke Dumont & Nothing But Thieves",SOMETHING ON MY MIND,56,216626,Paradise,0.612,0.00631,0.799,0.437,-5.024,0.731,118.059,0.078,74,"deep house, house",755557,Unknown,"Purple Disco Machine, Duke Dumont & Nothing But Thieves - SOMETHING ON MY MIND",160
Tyla,WATER,84,200255,Water,0.673,0.0856,0.722,0.137,-3.495,0.519,117.187,0.0755,78,,2116344,Unknown,Tyla - WATER,161
Dimitri Vegas & Like Mike x David Guetta x Afro Bros (with Akon),SHE KNOWS,36,182598,She Knows (with Akon) [The Remixes],0.305,0.0358,0.943,0.531,-5.757,0.329,149.881,0.112,74,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",3527224,Unknown,Dimitri Vegas & Like Mike x David Guetta x Afro Bros (with Akon) - SHE KNOWS,162
Luke Combs,FAST CAR,82,265493,Gettin' Old,0.712,0.186,0.603,0.115,-5.52,0.67,97.994,0.0262,87,"contemporary country, country",11711482,Unknown,Luke Combs - FAST CAR,163
Di-Rect,OMG IT'S HAPPENING,39,179599,OMG It's Happening,0.537,0.00101,0.859,0.365,-6.55,0.662,107,0.0535,53,"dutch pop, dutch rock",177017,Unknown,Di-Rect - OMG IT'S HAPPENING,164
The Beatles,NOW AND THEN,64,248333,Now And Then,0.447,0.227,0.605,0.315,-4.71,0.307,87.191,0.0291,86,"british invasion, classic rock, merseybeat, psychedelic rock, rock",28780119,Unknown,The Beatles - NOW AND THEN,165
Rondé,BREAK MY HEART,46,189309,Break My Heart,0.737,0.0276,0.721,0.136,-3.391,0.896,129.074,0.0379,54,"dutch indie, dutch pop, dutch rock",56895,Unknown,Rondé - BREAK MY HEART,166
Doja Cat,PAINT THE TOWN RED,78,231750,Paint The Town Red,0.868,0.269,0.538,0.0901,-8.603,0.732,99.968,0.174,87,"dance pop, pop",31867299,Unknown,Doja Cat - PAINT THE TOWN RED,167
OneRepublic,RUNAWAY,61,145031,Artificial Paradise (Deluxe),0.631,0.0294,0.686,0.0777,-5.419,0.77,163.068,0.0535,84,"piano rock, pop",17627228,Unknown,OneRepublic - RUNAWAY,168
Post Malone,CHEMICAL,75,184013,Chemical,0.49,0.00154,0.88,0.103,-4.856,0.392,169.949,0.0435,91,"dfw rap, melodic rap, pop, rap",45806053,Unknown,Post Malone - CHEMICAL,169
Dua Lipa,DANCE THE NIGHT,80,176579,Dance The Night (From Barbie The Album),0.671,0.0207,0.845,0.329,-4.93,0.775,110.056,0.048,88,"dance pop, pop, uk pop",45017193,Unknown,Dua Lipa - DANCE THE NIGHT,170
Miley Cyrus,USED TO BE YOUNG,70,191185,Endless Summer Vacation,0.626,0.582,0.63,0.13,-3.834,0.421,147.029,0.0377,84,pop,25056264,Unknown,Miley Cyrus - USED TO BE YOUNG,171
Kane,WHAT ARE YOU WAITING FOR?,31,239032,What Are You Waiting For?,0.538,0.00766,0.685,0.0777,-7.519,0.628,75.994,0.0364,45,"dutch pop, dutch rock",99164,Unknown,Kane - WHAT ARE YOU WAITING FOR?,172
P!nk,RUNAWAY,57,162800,TRUSTFALL,0.64,0.000944,0.899,0.0686,-3.362,0.63,159.958,0.0786,82,"dance pop, pop",17312636,Unknown,P!nk - RUNAWAY,173
Peggy Gou,IT GOES LIKE NANANA,75,231545,(It Goes Like) Nanana [Edit],0.671,0.12,0.876,0.0823,-5.681,0.964,129.998,0.0352,67,"electra, float house",991618,Unknown,Peggy Gou - IT GOES LIKE NANANA,174
Nick Schilder,SHATTERPROOF,34,166693,Shatterproof (Sebastian Davidson Remix),0.769,0.0979,0.522,0.19,-8.293,0.388,112.014,0.0474,47,dutch pop,16885,Unknown,Nick Schilder - SHATTERPROOF,175
Tiësto,DRIFTING,70,147692,Drifting,0.625,0.0718,0.951,0.164,-4.866,0.376,130.001,0.0393,84,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",7569247,Unknown,Tiësto - DRIFTING,176
Marshmello & Farruko,ESTA VIDA,62,209135,Esta Vida,0.755,0.0418,0.676,0.204,-7.349,0.461,123.98,0.0377,85,"brostep, edm, pop, progressive electro house",33894470,Unknown,Marshmello & Farruko - ESTA VIDA,177
Olivia Rodrigo,GET HIM BACK!,76,211141,GUTS,0.553,0.0143,0.847,0.561,-5.736,0.733,162.024,0.187,89,pop,41346503,Unknown,Olivia Rodrigo - GET HIM BACK!,178
"Kris Kross Amsterdam, Sofia Reyes & Tinie Tempah",HOW YOU SAMBA,49,151680,How You Samba,0.566,0.0461,0.704,0.731,-8.003,0.429,124.933,0.0752,64,"dutch house, dutch pop",248339,Unknown,"Kris Kross Amsterdam, Sofia Reyes & Tinie Tempah - HOW YOU SAMBA",179
Olivia Rodrigo,VAMPIRE,83,219724,GUTS,0.484,0.154,0.53,0.263,-5.821,0.323,136.848,0.0538,89,pop,41346503,Unknown,Olivia Rodrigo - VAMPIRE,180
Sera,BEST FRIEND,18,147925,The Journey (Deluxe),0.493,0.0772,0.492,0.0927,-7.203,0.38,183.596,0.0488,55,,53386,Unknown,Sera - BEST FRIEND,181
Kylie,PADAM PADAM,68,166266,Tension (Deluxe),0.744,0.216,0.621,0.104,-7.931,0.701,128.105,0.242,75,"australian dance, australian pop, dance pop, eurodance, new wave pop",2092414,Unknown,Kylie - PADAM PADAM,182
Snelle,RADIO,37,185261,Radio,0.528,0.473,0.515,0.0956,-8.475,0.178,90.568,0.044,60,"dutch hip hop, dutch pop",610218,Unknown,Snelle - RADIO,183
Billie Eilish,WHAT WAS I MADE FOR?,85,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.391,0.953,0.084,0.0983,-17.843,0.111,79.449,0.0317,96,"art pop, pop",102354814,Unknown,Billie Eilish - WHAT WAS I MADE FOR?,184
Troye Sivan,RUSH,77,156391,Something To Give Each Other,0.728,0.00242,0.841,0.106,-7.682,0.402,125.991,0.0567,79,"australian pop, pop, viral pop",8577473,Unknown,Troye Sivan - RUSH,185
"R3hab, Inna & Sash!",ROCK MY BODY,75,137419,Rock My Body (with INNA & Sash!),0.662,0.202,0.821,0.522,-4.103,0.47,124.077,0.13,75,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",2558888,Unknown,"R3hab, Inna & Sash! - ROCK MY BODY",186
Becky G feat. Omega,ARRANCA,66,166529,Arranca (feat. Omega),0.931,0.0378,0.793,0.0748,-4.666,0.856,117.999,0.133,79,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",15333617,Unknown,Becky G feat. Omega - ARRANCA,187
Marco Schuitmaker / Outsiders & Marco Schuitmaker,ENGELBEWAARDER / ENGELBEWAARDER - OUTSIDERS REMIX,48,206933,Engelbewaarder (Outsiders Remix),0.385,0.205,0.991,0.349,-2.084,0.354,130.214,0.185,62,nederlandse hardstyle,123857,Unknown,Marco Schuitmaker / Outsiders & Marco Schuitmaker - ENGELBEWAARDER / ENGELBEWAARDER - OUTSIDERS REMIX,188
Loreen,TATTOO,79,183374,Tattoo,0.545,0.243,0.779,0.123,-6.235,0.303,150.002,0.0751,70,europop,1142083,Unknown,Loreen - TATTOO,189
Wesly Bronkhorst,AMALIA,59,157485,Amalia,0.705,0.284,0.942,0.334,-2.179,0.879,106.043,0.0957,53,"carnaval, kermis, levenslied",35889,Unknown,Wesly Bronkhorst - AMALIA,190
Purple Disco Machine & Kungs feat. Julian Perretta,SUBSTITUTION,68,181477,Substitution (feat. Julian Perretta),0.69,0.00903,0.89,0.188,-4.866,0.713,124.018,0.0507,74,"deep house, house",755557,Unknown,Purple Disco Machine & Kungs feat. Julian Perretta - SUBSTITUTION,191
Flemming,HYPNOSE,45,152827,Hypnose,0.717,0.0483,0.771,0.0522,-8.205,0.921,121.965,0.0498,61,,330372,Unknown,Flemming - HYPNOSE,192
Taylor Swift / Taylor Swift feat. Ice Spice,KARMA / KARMA,62,201493,Midnights (The Til Dawn Edition),0.615,0.0574,0.626,0.596,-6.548,0.0705,89.984,0.0778,100,pop,126148293,Unknown,Taylor Swift / Taylor Swift feat. Ice Spice - KARMA / KARMA,193
Calvin Harris feat. Ellie Goulding,MIRACLE,47,182307,Miracle (with Ellie Goulding) [David Guetta Remix],0.682,0.00991,0.783,0.343,-5.058,0.143,129.955,0.0327,87,"dance pop, edm, electro house, house, pop, progressive house, uk dance",22935515,Unknown,Calvin Harris feat. Ellie Goulding - MIRACLE,194
"David Guetta, Anne-Marie & Coi Leray",BABY DON'T HURT ME,81,140017,Baby Don't Hurt Me,0.602,0.00126,0.91,0.12,-3.404,0.228,127.944,0.0308,90,"big room, dance pop, edm, pop, pop dance",26429487,Unknown,"David Guetta, Anne-Marie & Coi Leray - BABY DON'T HURT ME",195
Ed Sheeran,EYES CLOSED,73,194848,#NAME?,0.777,0.302,0.526,0.105,-6.221,0.389,107.071,0.0645,89,"pop, singer-songwriter pop, uk pop",117243313,Unknown,Ed Sheeran - EYES CLOSED,196
Lewis Capaldi,WISH YOU THE BEST,74,210880,Broken By Desire To Be Heavenly Sent,0.675,0.547,0.48,0.0943,-3.658,0.491,107.86,0.0316,81,"pop, uk pop",12974226,Unknown,Lewis Capaldi - WISH YOU THE BEST,197
David Kushner,DAYLIGHT,81,212953,Daylight,0.508,0.83,0.43,0.093,-9.475,0.324,130.09,0.0335,76,"gen z singer-songwriter, singer-songwriter pop",2442936,Unknown,David Kushner - DAYLIGHT,198
Dave & Central Cee,SPRINTER,79,229133,Sprinter,0.918,0.263,0.681,0.0615,-4.705,0.706,139.057,0.201,78,uk hip hop,5543289,Unknown,Dave & Central Cee - SPRINTER,199
Tiësto,LAY LOW,70,153442,DRIVE,0.554,0.065,0.884,0.342,-4.424,0.418,121.895,0.212,84,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",7569247,Unknown,Tiësto - LAY LOW,200
P!nk,TRUSTFALL,66,237200,TRUSTFALL,0.636,0.00162,0.888,0.147,-3.889,0.25,122.032,0.0945,82,"dance pop, pop",17312636,Unknown,P!nk - TRUSTFALL,201
Claude,LAYLA,34,163428,Parler Français,0.763,0.332,0.754,0.0946,-7.006,0.368,104.975,0.0586,59,,83402,Unknown,Claude - LAYLA,202
Pnau + Khalid,THE HARD WAY,53,183925,The Hard Way,0.691,0.072,0.906,0.299,-4.458,0.657,119.978,0.171,72,"alternative dance, aussietronica, australian dance, australian electropop",243629,Unknown,Pnau + Khalid - THE HARD WAY,203
Suzan & Freek,NOOIT MEER REGEN,45,200717,Iemand Van Vroeger,0.78,0.0385,0.562,0.194,-7.403,0.863,122.018,0.0504,61,dutch pop,612471,Unknown,Suzan & Freek - NOOIT MEER REGEN,204
Miley Cyrus,FLOWERS,87,200600,Endless Summer Vacation,0.706,0.0584,0.691,0.0232,-4.775,0.632,118.048,0.0633,84,pop,25056264,Unknown,Miley Cyrus - FLOWERS,205
Antoon & Ronnie Flex,SLIDEN,48,131666,Sliden,0.825,0.312,0.598,0.0859,-4.725,0.819,90.013,0.0506,61,lustrum,215444,Unknown,Antoon & Ronnie Flex - SLIDEN,206
Sera,HEAD HELD HIGH,52,196220,The Journey,0.609,0.135,0.58,0.202,-6.407,0.2,95.004,0.0358,55,,53386,Unknown,Sera - HEAD HELD HIGH,207
Niall Horan,HEAVEN,71,186043,The Show,0.569,0.0739,0.758,0.326,-3.423,0.703,91.986,0.025,77,pop,10000631,Unknown,Niall Horan - HEAVEN,208
Nothing But Thieves,WELCOME TO THE DCC,56,197557,Dead Club City,0.656,0.0201,0.748,0.129,-4.759,0.202,121.052,0.0589,68,"alternative pop rock, modern alternative rock, modern rock",1236522,Unknown,Nothing But Thieves - WELCOME TO THE DCC,209
Felix Jaehn & Ray Dalton,CALL IT LOVE,75,154560,Call It Love,0.616,0.0559,0.841,0.417,-4.779,0.714,110.029,0.076,75,"edm, german dance, pop dance, tropical house, uk dance",1289108,Unknown,Felix Jaehn & Ray Dalton - CALL IT LOVE,210
Metejoor & Hannah Mae,WAT WIL JE VAN MIJ,46,199433,Joris,0.738,0.378,0.591,0.481,-7.314,0.543,115.978,0.0331,54,kleinkunst,191581,Unknown,Metejoor & Hannah Mae - WAT WIL JE VAN MIJ,211
"Lost Frequencies, Elley Duhé & X Ambassadors",BACK TO YOU,72,156546,All Stand Together,0.665,0.194,0.517,0.136,-8.289,0.44,115.93,0.0319,81,"belgian edm, edm, pop dance, tropical house",2934850,Unknown,"Lost Frequencies, Elley Duhé & X Ambassadors - BACK TO YOU",212
Ed Sheeran,CURTAINS,59,224803,#NAME?,0.504,0.095,0.762,0.338,-6.42,0.44,176.013,0.057,89,"pop, singer-songwriter pop, uk pop",117243313,Unknown,Ed Sheeran - CURTAINS,213
Flemming,VERLEDEN TIJD,51,167244,Verleden Tijd,0.589,0.392,0.554,0.173,-7.851,0.563,119.949,0.196,61,,330372,Unknown,Flemming - VERLEDEN TIJD,214
Son Mieux,TELL ME MORE,44,203898,Tell Me More,0.594,0.0247,0.818,0.163,-6.157,0.614,117.973,0.0303,52,"dutch indie, dutch pop, dutch rock, folk-pop",67725,Unknown,Son Mieux - TELL ME MORE,215
Cian Ducrot,I'LL BE WAITING,66,172547,Victory,0.518,0.348,0.64,0.0758,-4.114,0.563,155.899,0.0401,62,"irish pop, singer-songwriter pop",431952,Unknown,Cian Ducrot - I'LL BE WAITING,216
"Metro Boomin, The Weeknd & 21 Savage",CREEPIN',81,221520,HEROES & VILLAINS,0.716,0.391,0.613,0.0813,-6.018,0.157,97.914,0.0522,90,rap,9647989,Unknown,"Metro Boomin, The Weeknd & 21 Savage - CREEPIN'",217
Di-Rect,HOW MY HEART WAS WON,41,219522,How My Heart Was Won,0.323,0.251,0.46,0.073,-6.932,0.175,149.128,0.0292,53,"dutch pop, dutch rock",177017,Unknown,Di-Rect - HOW MY HEART WAS WON,218
Claude,LADADA (MON DERNIER MOT),56,164903,Ladada (Mon Dernier Mot),0.755,0.51,0.569,0.417,-7.48,0.708,117.938,0.0339,59,,83402,Unknown,Claude - LADADA (MON DERNIER MOT),219
Goldband,ROMMEL,47,196000,Rommel,0.709,0.0487,0.737,0.0827,-9.161,0.611,159.988,0.0566,59,"dutch pop, dutch rock, lustrum, piratenmuziek",143161,Unknown,Goldband - ROMMEL,220
Davina Michelle,HEARTBEAT,34,198803,Heartbeat,0.639,0.069,0.712,0.252,-5.619,0.66,110.552,0.0615,58,dutch pop,469983,Unknown,Davina Michelle - HEARTBEAT,221
Duncan Laurence,SKYBOY,30,211613,Skyboy,0.54,0.212,0.628,0.212,-5.885,0.472,127.873,0.0296,67,dutch pop,613692,Unknown,Duncan Laurence - SKYBOY,222
Mia Nicolai & Dion Cooper,BURNING DAYLIGHT,40,184000,Burning Daylight,0.511,0.598,0.425,0.106,-8.68,0.269,74.974,0.0331,28,,4441,Unknown,Mia Nicolai & Dion Cooper - BURNING DAYLIGHT,223
Suzan & Freek,SLAPELOOSHEID,49,177142,Iemand Van Vroeger,0.533,0.038,0.755,0.218,-6.722,0.561,167.975,0.0977,61,dutch pop,612471,Unknown,Suzan & Freek - SLAPELOOSHEID,224
Flemming,PARACETAMOLLEN,52,171818,FLEMMING,0.551,0.131,0.588,0.256,-7.423,0.272,77.255,0.237,61,,330372,Unknown,Flemming - PARACETAMOLLEN,225
Zoë Tauran,THERAPIE,51,181666,Zoë Tauran,0.633,0.0457,0.625,0.0686,-6.645,0.36,179.957,0.111,59,,59197,Unknown,Zoë Tauran - THERAPIE,226
The Weeknd / The Weeknd & Ariana Grande,DIE FOR YOU / DIE FOR YOU REMIX,76,232857,Starboy (Deluxe),0.568,0.276,0.485,0.323,-7.635,0.517,66.961,0.0582,96,"canadian contemporary r&b, canadian pop, pop",94569759,Unknown,The Weeknd / The Weeknd & Ariana Grande - DIE FOR YOU / DIE FOR YOU REMIX,227
Eelke Kleijn,TRANSMISSION - JORIS VOORN REMIX,56,224274,Transmission (Joris Voorn Remix),0.711,0.292,0.838,0.146,-7.985,0.223,124.002,0.0423,53,"deep tech house, melodic house",128014,Unknown,Eelke Kleijn - TRANSMISSION - JORIS VOORN REMIX,228
Stephen Sanchez & Em Beihold,UNTIL I FOUND YOU,78,176440,Until I Found You (Em Beihold Version),0.551,0.777,0.55,0.202,-5.339,0.342,101.19,0.0286,76,gen z singer-songwriter,1604897,Unknown,Stephen Sanchez & Em Beihold - UNTIL I FOUND YOU,229
Alok & James Arthur,WORK WITH MY LOVE,62,150483,Work With My Love,0.618,0.0028,0.848,0.302,-4.329,0.639,123.967,0.0574,80,"electro house, pop nacional, slap house",11275619,Unknown,Alok & James Arthur - WORK WITH MY LOVE,230
Lizzy McAlpine,CEILINGS,80,182887,five seconds flat,0.516,0.473,0.322,0.215,-11.762,0.261,148.005,0.0292,75,"alt z, boston folk, indie pop, singer-songwriter pop",1106714,Unknown,Lizzy McAlpine - CEILINGS,231
Maks,DYSCALCULIE,46,93509,Dyscalculie,0.812,0.314,0.724,0.127,-7.095,0.707,95.021,0.217,40,,14981,Unknown,Maks - DYSCALCULIE,232
Taylor Swift,ANTI-HERO,81,200690,Midnights,0.633,0.121,0.648,0.161,-6.645,0.49,96.888,0.062,100,pop,126148293,Unknown,Taylor Swift - ANTI-HERO,233
